"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_id"
"ENSG00000122565",1.38565319372343,4.73691946952155,13.6843258662213,2.28016663326314e-12,4.28979457679588e-10,18.4615817416538,"ENSG00000122565"
"ENSG00000164932",3.34268116151985,2.26399493135006,13.5650486744425,2.71905481974025e-12,5.04729082672316e-10,18.2870774036693,"ENSG00000164932"
"ENSG00000112559",3.65842440724283,1.51211128138843,13.5228246124027,2.89473963448908e-12,5.30270594623117e-10,18.2249844974783,"ENSG00000112559"
"ENSG00000117650",1.84636939807066,1.84476606473046,13.481441385274,3.07839851324608e-12,5.5659044287548e-10,18.1639655080812,"ENSG00000117650"
"ENSG00000164109",1.6883845988783,1.89380316520497,13.462021727533,3.16871904715163e-12,5.65575725313397e-10,18.135275837506,"ENSG00000164109"
"ENSG00000123485",1.84385424933999,1.56253571290817,13.4119519302039,3.41452650504222e-12,5.9461042704845e-10,18.0611405671837,"ENSG00000123485"
"ENSG00000067840",-2.56736434979565,0.189198567310251,-13.4012183860357,3.46975318074197e-12,5.9461042704845e-10,18.0452171268161,"ENSG00000067840"
"ENSG00000170419",-3.03587560412831,-1.20365832712254,-13.3927782645243,3.51383126200332e-12,5.9461042704845e-10,18.032688339193,"ENSG00000170419"
"ENSG00000114200",-3.04136024696256,-1.06180757042374,-13.3912769815286,3.52173239907787e-12,5.9461042704845e-10,18.0304590769458,"ENSG00000114200"
"ENSG00000174951",2.08803864491326,-0.426205644509509,13.3868873536075,3.54494077323813e-12,5.9461042704845e-10,18.0239396677552,"ENSG00000174951"
"ENSG00000203499",2.43947757627913,1.68545731557117,13.3530612019108,3.72920181052845e-12,6.16379127434925e-10,17.9736400227003,"ENSG00000203499"
"ENSG00000141338",-3.68456807178876,-0.392782521048522,-13.3469979238949,3.7632686274938e-12,6.16379127434925e-10,17.9646123678182,"ENSG00000141338"
"ENSG00000128482",-1.90704503974806,-0.643889428727488,-13.2550037451211,4.32174874652201e-12,6.9310137022031e-10,17.8272097817059,"ENSG00000128482"
"ENSG00000139734",1.90596148560776,0.0323160560934466,13.2535460340608,4.33126125622518e-12,6.9310137022031e-10,17.8250260020515,"ENSG00000139734"
"ENSG00000089199",-3.57550338174135,0.417269594595761,-13.213799924695,4.59919284303061e-12,7.27613213189456e-10,17.7654038724654,"ENSG00000089199"
"ENSG00000168546",-2.56397775075721,-0.561652134189425,-13.2011738971089,4.68786577477981e-12,7.33308621533534e-10,17.7464319575487,"ENSG00000168546"
"ENSG00000135549",-3.20084086213933,2.79868087984563,-13.1786107903303,4.85077870070878e-12,7.5036156745853e-10,17.7124901236572,"ENSG00000135549"
"ENSG00000269404",-4.8266073126936,1.18650339092477,-13.1664018703846,4.94137343469477e-12,7.55975834701325e-10,17.6941035866669,"ENSG00000269404"
"ENSG00000133878",-2.84671665204696,-0.4758376127636,-13.1534558000876,5.03936090978599e-12,7.62586767239571e-10,17.6745911001125,"ENSG00000133878"
"ENSG00000273604",3.17596795749969,0.647635928127672,13.1229167769099,5.2785908885821e-12,7.9019938011656e-10,17.6284977173769,"ENSG00000273604"
"ENSG00000182271",-6.22467242196322,2.33391620938261,-13.1085118685559,5.3955000988479e-12,7.99108004001707e-10,17.6067244627473,"ENSG00000182271"
"ENSG00000276023",2.38048270810626,0.697941191865487,13.0709029683031,5.71358785272984e-12,8.29839533642937e-10,17.549782479978,"ENSG00000276023"
"ENSG00000035720",-2.34841483407275,-0.504840420622453,-13.065528240668,5.76061283618250e-12,8.29839533642937e-10,17.5416335412338,"ENSG00000035720"
"ENSG00000173894",2.93542106002535,-0.111359916924283,13.0602692244741,5.80701478282948e-12,8.29839533642937e-10,17.5336573000818,"ENSG00000173894"
"ENSG00000105664",4.408746812645,-0.31334301270639,13.0563977820557,5.84142179981381e-12,8.29839533642937e-10,17.5277838311744,"ENSG00000105664"
"ENSG00000111641",1.50260307640188,2.7135883019167,13.0417671867551,5.97337424835607e-12,8.30489078155601e-10,17.5055740886013,"ENSG00000111641"
"ENSG00000122756",-3.52316152954207,-0.292118859758598,-13.0363925263351,6.02262253960873e-12,8.30489078155601e-10,17.4974098941721,"ENSG00000122756"
"ENSG00000050344",2.63566554245463,2.77950554593704,13.0361393171825,6.0249530881853e-12,8.30489078155601e-10,17.4970251954766,"ENSG00000050344"
"ENSG00000062282",2.58484307994725,0.569578623564057,13.0222042116005,6.1546681776433e-12,8.40051866364216e-10,17.475843983388,"ENSG00000062282"
"ENSG00000101224",2.09773365815696,3.83328346597078,13.0139257072946,6.23309954216724e-12,8.42497202194682e-10,17.4632517033146,"ENSG00000101224"
"ENSG00000162073",2.52122755953921,1.21588357769903,13.0075170533842,6.29452850303646e-12,8.42619479031476e-10,17.45349898627,"ENSG00000162073"
"ENSG00000240498",-4.82772960493781,1.20825311444375,-12.995303034925,6.41335175726247e-12,8.48026744928543e-10,17.4349004382366,"ENSG00000240498"
"ENSG00000172031",3.64891196353348,-0.552523963404087,12.9848041199826,6.51735195980648e-12,8.48026744928543e-10,17.4189017606056,"ENSG00000172031"
"ENSG00000164176",-2.19335947964201,2.09069610671516,-12.9847732880968,6.51765994162865e-12,8.48026744928543e-10,17.418854761698,"ENSG00000164176"
"ENSG00000078596",-2.46482102673611,2.31070498653657,-12.9744132382556,6.62200827477225e-12,8.5362591853129e-10,17.4030569979687,"ENSG00000078596"
"ENSG00000129474",2.45765510701235,0.200541569139728,12.9546918003584,6.82547117439576e-12,8.71781740274658e-10,17.372954994876,"ENSG00000129474"
"ENSG00000150593",-2.08251718624834,4.76141837870853,-12.9485940581216,6.88968682675216e-12,8.71983818200396e-10,17.3636398619537,"ENSG00000150593"
"ENSG00000226777",-2.65259983501459,-0.773393257650449,-12.9370698419449,7.01276888019265e-12,8.7956548063101e-10,17.3460249949928,"ENSG00000226777"
"ENSG00000078804",-2.00813298092861,3.31387559002299,-12.9268914614505,7.12337676125073e-12,8.85461172054756e-10,17.3304563034685,"ENSG00000078804"
"ENSG00000173597",-2.76845745700968,3.36859345794715,-12.9072714050741,7.34173103908718e-12,9.01200561399847e-10,17.300416764482,"ENSG00000173597"
"ENSG00000149218",-2.00097708683185,3.36947940298505,-12.9039426672767,7.37946157158329e-12,9.01200561399847e-10,17.2953164638108,"ENSG00000149218"
"ENSG00000184216",1.66055245612428,5.59218469349775,12.8348109714551,8.21030772467712e-12,9.93946992547433e-10,17.1891432198367,"ENSG00000184216"
"ENSG00000196660",-3.32118434297349,-1.11429152653437,-12.8109623945283,8.51899493813585e-12,1.02062971013776e-09,17.152405547489,"ENSG00000196660"
"ENSG00000088325",2.09657116563864,3.5930757448412,12.8065560455584,8.57733630844117e-12,1.02062971013776e-09,17.1456115260221,"ENSG00000088325"
"ENSG00000145681",-2.45603551426999,-0.596902171593473,-12.7983748001506,8.68676177906549e-12,1.02179361914177e-09,17.1329919369208,"ENSG00000145681"
"ENSG00000115263",-5.74808782827631,1.91049670569211,-12.7948829774399,8.73390609667224e-12,1.02179361914177e-09,17.127603747595,"ENSG00000115263"
"ENSG00000136546",-3.11439638463424,-1.36504122749596,-12.7779690208008,8.96605831618009e-12,1.04021219898216e-09,17.1014866941063,"ENSG00000136546"
"ENSG00000065325",-2.76188542417306,-1.02015630545447,-12.7634394513992,9.17060049521358e-12,1.05514958755672e-09,17.07902843688,"ENSG00000065325"
"ENSG00000165304",2.07142656295845,2.15294500580636,12.7504208719239,9.35798894041617e-12,1.06788460679077e-09,17.0588876539923,"ENSG00000165304"
"ENSG00000235026",-4.26730466022347,0.498016415459816,-12.7269245365352,9.70632845589975e-12,1.09863012002469e-09,17.0224936920357,"ENSG00000235026"
"ENSG00000239205",-3.03536791942248,-0.896090175168566,-12.6949276057977,1.02024871318506e-11,1.14547601491632e-09,16.9728432818196,"ENSG00000239205"
"ENSG00000137673",5.29565961484468,0.756469851025886,12.6791264996865,1.04571536059077e-11,1.16467594001157e-09,16.9482860882584,"ENSG00000137673"
"ENSG00000148842",-1.51012229315646,0.422895936498871,-12.6711360902589,1.05884401720072e-11,1.16993860376733e-09,16.9358582015108,"ENSG00000148842"
"ENSG00000073111",1.72433739085493,3.14678507733871,12.6615876385141,1.07475746047969e-11,1.17817113108647e-09,16.9209985120839,"ENSG00000073111"
"ENSG00000163106",-2.26209386922922,0.170493467075572,-12.6468451119137,1.09981693360963e-11,1.1876960395639e-09,16.8980373962376,"ENSG00000163106"
"ENSG00000170231",4.59777921600206,0.896708361218221,12.6464432435406,1.100508469356e-11,1.1876960395639e-09,16.8974111868525,"ENSG00000170231"
"ENSG00000165480",2.2292936459433,1.33449551155146,12.6202415185084,1.14658543211102e-11,1.22171793173639e-09,16.8565469919181,"ENSG00000165480"
"ENSG00000122641",3.7167935399107,-0.455344014865934,12.6185746036918,1.14958374556434e-11,1.22171793173639e-09,16.8539449055132,"ENSG00000122641"
"ENSG00000271447",-3.3739690739775,3.38048901764399,-12.6062987109338,1.17191699544901e-11,1.23601730383644e-09,16.8347732667423,"ENSG00000271447"
"ENSG00000090889",1.89534598264512,1.84788733694798,12.5854309814683,1.21092112114253e-11,1.26055213279079e-09,16.8021481723391,"ENSG00000090889"
"ENSG00000120694",1.93457449444308,2.72116767742156,12.5825105487385,1.21648633547258e-11,1.26055213279079e-09,16.7975787481545,"ENSG00000120694"
"ENSG00000263961",-2.30318427315086,-0.558051754387664,-12.5794523247692,1.22234260829448e-11,1.26055213279079e-09,16.7927927948738,"ENSG00000263961"
"ENSG00000120149",3.79257653619572,-0.0216030246229038,12.5451070897739,1.29015853448789e-11,1.32070493508386e-09,16.7389785737952,"ENSG00000120149"
"ENSG00000120498",-2.82341339318989,-0.812581788998119,-12.5396489818455,1.30129048391799e-11,1.32237708883987e-09,16.7304153323323,"ENSG00000120498"
"ENSG00000147883",-2.34136875491393,2.72859658062432,-12.5095583822279,1.36447782892346e-11,1.37654060393278e-09,16.6831511225288,"ENSG00000147883"
"ENSG00000172349",-1.71741357828175,-0.00708529729110049,-12.4783840712637,1.43330996285768e-11,1.43557851100033e-09,16.6340863332682,"ENSG00000172349"
"ENSG00000006704",2.29917139153941,2.02432931513945,12.4375895044461,1.52887126350750e-11,1.52035326646796e-09,16.5697287002617,"ENSG00000006704"
"ENSG00000175063",2.3199028200872,4.7382639279699,12.4265492824665,1.55585412365529e-11,1.53621284464744e-09,16.5522819770847,"ENSG00000175063"
"ENSG00000173175",-2.28109465280595,-0.157656073965804,-12.421277185022,1.56891340835387e-11,1.53819806134526e-09,16.5439460870107,"ENSG00000173175"
"ENSG00000149968",4.94676384415997,1.26133589749762,12.3691693363639,1.70427903932058e-11,1.65922886611336e-09,16.4614012043154,"ENSG00000149968"
"ENSG00000171388",3.60472872861687,-0.448480552977045,12.3515929183727,1.75262894954175e-11,1.69445140524446e-09,16.4334943110437,"ENSG00000171388"
"ENSG00000133742",-6.75417929577592,4.13576886783876,-12.3366407780056,1.79488064816237e-11,1.72191210800904e-09,16.4097287035766,"ENSG00000133742"
"ENSG00000157193",2.31621939044062,-0.882110834346561,12.3328467723844,1.80576905451314e-11,1.72191210800904e-09,16.4036946211301,"ENSG00000157193"
"ENSG00000153283",-1.60803403524251,-0.0198725133469512,-12.3184180938714,1.84780827940828e-11,1.75001271196749e-09,16.3807331259519,"ENSG00000153283"
"ENSG00000204936",-5.24978423184228,3.7797430428778,-12.2943610515127,1.92017494683966e-11,1.8062618655339e-09,16.3424007409887,"ENSG00000204936"
"ENSG00000204136",-2.39141979121268,0.503552014911059,-12.2827354854679,1.95619483193884e-11,1.82779492954715e-09,16.3238548462165,"ENSG00000204136"
"ENSG00000253549",-2.35764872590423,-0.95006644070282,-12.2723983901057,1.98881185026537e-11,1.84588257195963e-09,16.3073524774549,"ENSG00000253549"
"ENSG00000100604",-5.22188903350631,5.14266771022498,-12.2632599053037,2.0181170939381e-11,1.86067723058319e-09,16.2927542361143,"ENSG00000100604"
"ENSG00000149294",-2.150948981464,-0.619589857539512,-12.2515401091098,2.05635763772536e-11,1.8834612521324e-09,16.2740196181953,"ENSG00000149294"
"ENSG00000172794",-1.7635883219441,0.427930934424118,-12.2340407109678,2.1148625475358e-11,1.92438669194729e-09,16.2460190990273,"ENSG00000172794"
"ENSG00000179431",2.70600039781931,0.369060897042226,12.2257423998639,2.14320742769086e-11,1.93751518235793e-09,16.2327298028633,"ENSG00000179431"
"ENSG00000065600",1.38955562972976,1.01736091028872,12.1926255175399,2.2603131916298e-11,2.03019872605613e-09,16.1796224141193,"ENSG00000065600"
"ENSG00000170369",3.08264876737062,-0.905887446398242,12.1687873899975,2.34870644859972e-11,2.09606994726957e-09,16.141322860034,"ENSG00000170369"
"ENSG00000143228",1.99839477922646,1.15773888396797,12.1599430850346,2.38240786916475e-11,2.11260397162494e-09,16.1270978103961,"ENSG00000143228"
"ENSG00000205364",-4.86132383685988,3.77842363127522,-12.1532930200765,2.40807852059858e-11,2.11624410721952e-09,16.1163964704279,"ENSG00000205364"
"ENSG00000134028",-3.60562807601282,4.68584754687028,-12.1510210881837,2.41691433018176e-11,2.11624410721952e-09,16.1127393813368,"ENSG00000134028"
"ENSG00000172318",-2.99279484354217,-0.41701967497463,-12.1227510980587,2.52971806618956e-11,2.20117093234319e-09,16.0671877313773,"ENSG00000172318"
"ENSG00000151623",-2.4235755110918,1.73330699749213,-12.0731795160564,2.74090551421958e-11,2.37011717819659e-09,15.9871068665078,"ENSG00000151623"
"ENSG00000029153",2.25386077339889,0.377134187538408,12.0590208134145,2.80452641048492e-11,2.41016152387476e-09,15.9641858064375,"ENSG00000029153"
"ENSG00000132514",-2.70893951093865,1.71787921037142,-12.0299829180651,2.93984803065319e-11,2.51095486397262e-09,15.917110047365,"ENSG00000132514"
"ENSG00000143867",-3.02291489919086,-0.520859439665087,-12.0183297162891,2.99604387972727e-11,2.54334895692458e-09,15.898192600216,"ENSG00000143867"
"ENSG00000186871",1.75698783154753,-0.14998613021248,11.9814380596476,3.18141673790195e-11,2.68434447424672e-09,15.8382074206473,"ENSG00000186871"
"ENSG00000092009",-4.14614427477364,0.307804202988172,-11.9726160252024,3.22748458213072e-11,2.70680965978457e-09,15.8238412033177,"ENSG00000092009"
"ENSG00000084774",1.44952686975396,2.41314525811441,11.9671305996816,3.25647760095015e-11,2.71079979727755e-09,15.8149042392705,"ENSG00000084774"
"ENSG00000119121",-3.89813223348891,0.641735311526058,-11.96436734886,3.27118492991401e-11,2.71079979727755e-09,15.8104010647469,"ENSG00000119121"
"ENSG00000093072",-1.81613601991859,2.34110773030956,-11.9605565010657,3.29158126598737e-11,2.7115617979335e-09,15.8041893035325,"ENSG00000093072"
"ENSG00000172020",-2.49862260010182,-0.438490579583656,-11.9185598433544,3.52529926800891e-11,2.88701272995412e-09,15.7356297554303,"ENSG00000172020"
"ENSG00000135709",-1.60364819612927,1.37838471537012,-11.8970802185688,3.65143146975345e-11,2.97282040478992e-09,15.7004903256637,"ENSG00000135709"
"ENSG00000179314",-3.08426201731895,0.532011239262971,-11.8840749568544,3.73006898484588e-11,3.01918723296653e-09,15.6791900905238,"ENSG00000179314"
"ENSG00000136982",2.16413731784151,1.097628445322,11.8591389255938,3.88580209473633e-11,3.12080251833997e-09,15.6382979310433,"ENSG00000136982"
"ENSG00000077152",1.90838045376191,3.51986111905791,11.8532615551878,3.92348127941637e-11,3.12080251833997e-09,15.6286498620215,"ENSG00000077152"
"ENSG00000100628",-2.2012349461222,0.196284701507922,-11.8525530253053,3.92804913139419e-11,3.12080251833997e-09,15.6274865115462,"ENSG00000100628"
"ENSG00000044012",-6.90901601249162,4.37366749862487,-11.8498886894129,3.94527541465188e-11,3.12080251833997e-09,15.6231113905913,"ENSG00000044012"
"ENSG00000109906",-2.86727713569919,-0.526231963511496,-11.8411597789207,4.00226353726275e-11,3.12924676526986e-09,15.6087721678187,"ENSG00000109906"
"ENSG00000184544",-3.46082009762499,-1.39647452909221,-11.8389200586097,4.01702319694381e-11,3.12924676526986e-09,15.6050915754885,"ENSG00000184544"
"ENSG00000165072",-3.44622683855011,-0.555135785385258,-11.8379578436173,4.02338148960857e-11,3.12924676526986e-09,15.6035101735024,"ENSG00000165072"
"ENSG00000179163",-1.66877700640979,5.4378174233478,-11.8200440003846,4.14368244542166e-11,3.20490816695336e-09,15.5740502547977,"ENSG00000179163"
"ENSG00000110104",1.81573535701242,2.6247485524395,11.793590805968,4.32819891943556e-11,3.32912626278353e-09,15.5304828362623,"ENSG00000110104"
"ENSG00000154330",-2.88765353091298,0.790496311176241,-11.7772439760467,4.44646571267003e-11,3.39274865002617e-09,15.5035218529318,"ENSG00000154330"
